2020-05-22 09:54:59.607  INFO 1540 --- [main] c.d.monitor.nx.MonitorNxApplication      : Starting MonitorNxApplication on LAPTOP-OUEVPC7O with PID 1540 (D:\workplace2\monitor-nx\target\classes started by Administrator in D:\workplace2\monitor-nx)
2020-05-22 09:54:59.630 DEBUG 1540 --- [main] c.d.monitor.nx.MonitorNxApplication      : Running with Spring Boot v2.2.5.RELEASE, Spring v5.2.4.RELEASE
2020-05-22 09:54:59.632  INFO 1540 --- [main] c.d.monitor.nx.MonitorNxApplication      : The following profiles are active: zyj
2020-05-22 09:55:04.004  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'agricultureMapper' and 'com.dafang.monitor.nx.accessment.mapper.AgricultureMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.005  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'environmentMapper' and 'com.dafang.monitor.nx.accessment.mapper.EnvironmentMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.006  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'humanComfortMapper' and 'com.dafang.monitor.nx.accessment.mapper.HumanComfortMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.006  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'waterResourceMapper' and 'com.dafang.monitor.nx.accessment.mapper.WaterResourceMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.006  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'coldWaveMapper' and 'com.dafang.monitor.nx.event.mapper.ColdWaveMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.006  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'seasonMapper' and 'com.dafang.monitor.nx.event.mapper.SeasonMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.006  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'variableTempMapper' and 'com.dafang.monitor.nx.event.mapper.VariableTempMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.006  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'productMapper' and 'com.dafang.monitor.nx.product.mapper.ProductMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.007  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'baseMapper' and 'com.dafang.monitor.nx.statistics.mapper.BaseMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.007  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'daysMapper' and 'com.dafang.monitor.nx.statistics.mapper.DaysMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.007  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'numericalMapper' and 'com.dafang.monitor.nx.statistics.mapper.NumericalMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.007  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : Skipping MapperFactoryBean with name 'stasMapper' and 'com.dafang.monitor.nx.statistics.mapper.StasMapper' mapperInterface. Bean already defined with the same name!
2020-05-22 09:55:04.007  WARN 1540 --- [main] ssPathScanningCandidateComponentProvider : No MyBatis mapper was found in '[com.dafang.monitor.nx]' package. Please check your configuration.
2020-05-22 09:55:05.810  INFO 1540 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2020-05-22 09:55:05.839  INFO 1540 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2020-05-22 09:55:05.840  INFO 1540 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.31]
2020-05-22 09:55:06.124  INFO 1540 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2020-05-22 09:55:06.124  INFO 1540 --- [main] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 6239 ms
2020-05-22 09:55:06.513  INFO 1540 --- [main] c.a.d.s.b.a.DruidDataSourceAutoConfigure : Init DruidDataSource
2020-05-22 09:55:07.918  INFO 1540 --- [main] com.alibaba.druid.pool.DruidDataSource   : {dataSource-1} inited
2020-05-22 09:55:11.183  INFO 1540 --- [main] pertySourcedRequestMappingHandlerMapping : Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-05-22 09:55:11.360  INFO 1540 --- [main] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2020-05-22 09:55:11.624  INFO 1540 --- [main] t.m.m.autoconfigure.MapperCacheDisabler  : Clear tk.mybatis.mapper.util.MsUtil CLASS_CACHE cache.
2020-05-22 09:55:11.625  INFO 1540 --- [main] t.m.m.autoconfigure.MapperCacheDisabler  : Clear tk.mybatis.mapper.genid.GenIdUtil CACHE cache.
2020-05-22 09:55:11.626  INFO 1540 --- [main] t.m.m.autoconfigure.MapperCacheDisabler  : Clear tk.mybatis.mapper.version.VersionUtil CACHE cache.
2020-05-22 09:55:11.626  INFO 1540 --- [main] t.m.m.autoconfigure.MapperCacheDisabler  : Clear EntityHelper entityTableMap cache.
2020-05-22 09:55:11.829  INFO 1540 --- [main] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2020-05-22 09:55:11.865  INFO 1540 --- [main] d.s.w.p.DocumentationPluginsBootstrapper : Found 4 custom documentation plugin(s)
2020-05-22 09:55:11.928  INFO 1540 --- [main] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2020-05-22 09:55:12.150  INFO 1540 --- [main] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2020-05-22 09:55:13.100  INFO 1540 --- [main] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2020-05-22 09:55:13.152  INFO 1540 --- [main] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: continuousDaysUsingPOST_1
2020-05-22 09:55:13.192  INFO 1540 --- [main] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: periodDaysUsingPOST_1
2020-05-22 09:55:13.293  INFO 1540 --- [main] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: periodDaysUsingPOST_2
2020-05-22 09:55:13.317  INFO 1540 --- [main] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2020-05-22 09:55:13.416  INFO 1540 --- [main] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: dataListUsingPOST_1
2020-05-22 09:55:13.435  INFO 1540 --- [main] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: continueListUsingPOST_1
2020-05-22 09:55:13.478  INFO 1540 --- [main] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: periodListUsingPOST_1
2020-05-22 09:55:13.494  INFO 1540 --- [main] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: dataListUsingPOST_2
2020-05-22 09:55:14.060  INFO 1540 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
2020-05-22 09:55:14.067  INFO 1540 --- [main] c.d.monitor.nx.MonitorNxApplication      : Started MonitorNxApplication in 15.797 seconds (JVM running for 25.3)
2020-05-22 09:55:41.972  INFO 1540 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-05-22 09:55:41.973  INFO 1540 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2020-05-22 09:55:41.990  INFO 1540 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 17 ms
2020-05-22 09:55:42.307 DEBUG 1540 --- [http-nio-8080-exec-1] c.d.m.n.e.m.V.getVariableTempPeriodData  : ==>  Preparing: select t.stationNO,b.station_name as stationName,t.Years, DATE_FORMAT(ObserverTime, "%Y-%m-%d") AS time,TEM_Max from base_day_data t join geography_station_info b ON t.stationNo = b.device_id where b.device_id IN ('53517','53518') and DATE_FORMAT(t.ObserverTime,'%m%d') between ? and '1231' and TEM_Max between '-999' and '999' union all select t.stationNO,b.station_name as stationName,t.Years, DATE_FORMAT(ObserverTime, "%Y-%m-%d") AS time,TEM_Max from base_day_data t join geography_station_info b ON t.stationNo = b.device_id where b.device_id IN ('53517','53518') and DATE_FORMAT(t.ObserverTime,'%m%d') between '0101' and ? and TEM_Max between '-999' and '999' 
2020-05-22 09:55:42.362 DEBUG 1540 --- [http-nio-8080-exec-1] c.d.m.n.e.m.V.getVariableTempPeriodData  : ==> Parameters: 1230(String), 0105(String)
2020-05-22 09:55:42.792 DEBUG 1540 --- [http-nio-8080-exec-1] c.d.m.n.e.m.V.getVariableTempPeriodData  : <==      Total: 619
2020-05-22 09:55:42.839 ERROR 1540 --- [http-nio-8080-exec-1] o.a.c.c.C.[.[.[/].[dispatcherServlet]    : Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointerException] with root cause

java.lang.NullPointerException: null
	at com.dafang.monitor.nx.event.service.impl.VariableTempServiceImpl.periodDays(VariableTempServiceImpl.java:106) ~[classes/:na]
	at com.dafang.monitor.nx.event.controller.VariabletempController.periodDays(VariabletempController.java:63) ~[classes/:na]
	at jdk.internal.reflect.GeneratedMethodAccessor179.invoke(Unknown Source) ~[na:na]
	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:45005) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:567) ~[na:na]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:106) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:879) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:793) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:909) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:660) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883) ~[spring-webmvc-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53) ~[tomcat-embed-websocket-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.springframework.web.filter.CorsFilter.doFilterInternal(CorsFilter.java:92) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119) ~[spring-web-5.2.4.RELEASE.jar:5.2.4.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.StandardContextValve.__invoke(StandardContextValve.java:96) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:41002) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:367) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:868) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1639) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) ~[na:na]
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) ~[na:na]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) ~[tomcat-embed-core-9.0.31.jar:9.0.31]
	at java.base/java.lang.Thread.run(Thread.java:830) ~[na:na]

2020-05-22 09:56:42.336 DEBUG 1540 --- [http-nio-8080-exec-2] c.d.m.n.e.m.V.getVariableTempPeriodData  : ==>  Preparing: select t.stationNO,b.station_name as stationName,t.Years, DATE_FORMAT(ObserverTime, "%Y-%m-%d") AS time,TEM_Max from base_day_data t join geography_station_info b ON t.stationNo = b.device_id where b.device_id IN ('53517','53518') and DATE_FORMAT(t.ObserverTime,'%m%d') between ? and '1231' and TEM_Max between '-999' and '999' union all select t.stationNO,b.station_name as stationName,t.Years, DATE_FORMAT(ObserverTime, "%Y-%m-%d") AS time,TEM_Max from base_day_data t join geography_station_info b ON t.stationNo = b.device_id where b.device_id IN ('53517','53518') and DATE_FORMAT(t.ObserverTime,'%m%d') between '0101' and ? and TEM_Max between '-999' and '999' 
2020-05-22 09:56:42.337 DEBUG 1540 --- [http-nio-8080-exec-2] c.d.m.n.e.m.V.getVariableTempPeriodData  : ==> Parameters: 1230(String), 0105(String)
2020-05-22 09:56:42.615 DEBUG 1540 --- [http-nio-8080-exec-2] c.d.m.n.e.m.V.getVariableTempPeriodData  : <==      Total: 619
2020-05-22 09:56:42.795 ERROR 1540 --- [http-nio-8080-exec-2] o.a.c.c.C.[.[.[/].[dispatcherServlet]    : Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointerException] with root cause

java.lang.NullPointerException: null
	at com.dafang.monitor.nx.event.service.impl.VariableTempServiceImpl.historicalRankingTotalDays(VariableTempServiceImpl.java:215) ~[classes/:na]
